episode_id,user_id,status,scenario_type,topic,scheduled_at,location,pre_anxiety,pre_crying_risk,pre_speech_block_risk,prep_journaling_10m_intensity,prep_three_messages_intensity,prep_breathing_4_7_8_intensity,prep_roleplay_self_qa_intensity,prep_safe_word_plan_intensity,stress_during,stress_after,crying_level,speech_block_level,expression_score,relationship_impact,partner_reaction,days_after_reflection,would_repeat_preparation,reflection_short
4096,9,completed,client,値上げ交渉,2025-07-23T08:29:00,online,10,5,6,6,6,4,,,9,9,2,6,5,-4,very_positive,12,5,少し泣いたけど言いたいことは伝えられた。
4097,12,completed,other,セラピーではない雑談,2025-11-19T11:17:00,client_site,3,4,3,6,,7,,,4,2,2,2,5,2,negative,14,5,泣かなかったが本音をあまり出せなかった。
4098,20,completed,one_on_one,評価フィードバック,2025-03-05T13:09:00,cafe,5,3,8,,7,,,,5,3,5,6,8,3,neutral,12,10,泣かなかったが本音をあまり出せなかった。
4099,3,completed,client,契約更新,2024-08-24T19:24:00,office,5,3,7,,,10,,,8,3,2,7,1,-2,positive,5,5,かなりつらかったが、終わってみると少し楽になった。
4100,14,cancelled,friend,疎遠になっている理由,2025-09-22T21:27:00,park,9,0,5,,5,3,,,,,,,,,,,,
4101,2,completed,one_on_one,人間関係の摩擦,2025-10-17T13:15:00,home,8,6,8,,6,,,,4,7,4,4,6,-3,neutral,,,
4102,5,planned,family,介護の相談,2026-01-26T18:12:00,cafe,6,6,6,10,,,,5,,,,,,,,,,
4103,3,cancelled,friend,価値観のズレ,2025-08-05T15:10:00,park,2,6,4,,,7,,,,,,,,,,,,
4104,3,completed,interview,過去の退職理由,2024-11-21T09:55:00,home,10,10,9,9,8,9,,,9,9,6,10,1,1,neutral,6,5,泣かなかったが本音をあまり出せなかった。
4105,4,completed,friend,疎遠になっている理由,2024-06-24T15:57:00,cafe,4,2,3,,5,,,1,5,0,5,1,5,0,positive,3,2,相手の反応が予想外で混乱した。振り返りが必要。
4106,5,completed,friend,謝罪,2025-06-09T21:34:00,office,6,3,6,,6,,,,8,3,7,7,4,-1,very_positive,2,6,正直、今回はタイミングを間違えたかもしれない。
4107,20,completed,other,将来への漠然とした不安,2025-07-23T10:16:00,park,5,5,3,,,6,,,2,6,4,0,4,-1,unknown,12,2,かなりつらかったが、終わってみると少し楽になった。
4108,1,completed,one_on_one,人間関係の摩擦,2025-01-04T12:11:00,cafe,6,8,9,,9,9,10,,8,6,9,10,4,-5,very_negative,,,
4109,22,completed,friend,久しぶりの再会,2025-10-30T09:48:00,coworking,6,5,0,,,7,,5,6,5,6,0,6,0,neutral,9,4,相手の反応が予想外で混乱した。振り返りが必要。
4110,4,cancelled,other,セラピーではない雑談,2025-11-07T11:12:00,client_site,4,8,6,,,8,,,,,,,,,,,,
4111,1,completed,friend,謝罪,2025-07-04T15:53:00,cafe,6,3,6,,,7,,,6,7,2,3,3,-3,negative,,,
4112,3,completed,one_on_one,業務負荷の相談,2024-04-12T09:05:00,cafe,5,5,4,4,6,7,,,5,2,3,4,5,-3,very_negative,,,
4113,6,completed,interview,キャリアの方向性,2025-02-21T18:27:00,online,8,10,6,10,7,,,,9,3,3,5,2,1,positive,1,8,少し泣いたけど言いたいことは伝えられた。
4114,27,completed,other,セラピーではない雑談,2025-04-29T12:48:00,online,4,6,3,,,5,8,,5,3,2,1,3,-1,negative,13,3,相手の反応が予想外で混乱した。振り返りが必要。
4115,5,completed,other,セラピーではない雑談,2025-04-01T11:40:00,online,1,5,6,,,,,,0,0,4,3,6,-1,neutral,3,7,少し泣いたけど言いたいことは伝えられた。
4116,20,completed,partner,将来の暮らし,2024-10-25T19:03:00,client_site,5,4,10,,,,9,,2,0,3,8,4,3,neutral,8,9,相手の反応が予想外で混乱した。振り返りが必要。
4117,27,completed,one_on_one,人間関係の摩擦,2025-06-02T08:06:00,client_site,7,5,5,7,4,,,,5,3,4,6,5,1,neutral,4,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
4118,9,completed,interview,転職理由,2024-04-13T09:42:00,online,6,8,4,9,10,,6,6,4,0,6,0,8,0,positive,6,8,かなり落ち着いて話せた。準備が効いた感じがある。
4119,3,cancelled,family,進路の話,2025-02-03T16:40:00,coworking,7,4,7,3,,7,,,,,,,,,,,,
4120,3,cancelled,interview,過去の退職理由,2024-02-06T15:34:00,coworking,9,9,8,9,,,,,,,,,,,,,,
4121,4,completed,partner,結婚について,2024-11-22T15:32:00,client_site,7,9,8,3,4,,8,8,10,7,9,9,0,-1,neutral,4,7,かなりつらかったが、終わってみると少し楽になった。
4122,6,cancelled,interview,評価面談,2024-07-16T22:16:00,office,9,5,9,,,8,,,,,,,,,,,,
4123,5,completed,one_on_one,キャリア相談,2024-01-02T16:42:00,office,5,5,3,,6,,,5,5,5,3,3,5,-2,negative,,,
4124,14,completed,friend,価値観のズレ,2024-06-16T20:47:00,home,6,3,3,8,4,,,,6,4,0,3,8,0,neutral,13,6,泣かなかったが本音をあまり出せなかった。
4125,3,cancelled,friend,疎遠になっている理由,2026-02-09T10:49:00,park,10,5,3,,,4,,,,,,,,,,,,
4126,10,completed,other,自己開示の練習,2025-07-26T17:22:00,home,7,2,0,7,,6,,,9,4,3,2,4,-2,very_negative,10,3,かなりつらかったが、終わってみると少し楽になった。
4127,25,completed,client,トラブルの謝罪,2024-01-03T20:53:00,home,6,7,7,,9,,,,6,8,9,3,6,0,very_positive,5,4,相手の反応が予想外で混乱した。振り返りが必要。
4128,4,completed,client,トラブルの謝罪,2025-06-07T09:49:00,client_site,5,4,8,,9,,,,5,6,7,7,6,-3,neutral,11,6,正直、今回はタイミングを間違えたかもしれない。
4129,22,completed,interview,転職理由,2025-11-14T19:41:00,park,7,6,9,10,8,,2,9,10,6,8,7,5,-3,very_positive,14,4,相手の反応が予想外で混乱した。振り返りが必要。
4130,26,completed,friend,謝罪,2025-11-07T15:42:00,coworking,2,3,4,,,7,,8,1,3,0,3,7,-2,negative,3,5,正直、今回はタイミングを間違えたかもしれない。
4131,6,completed,client,納期遅延の相談,2024-03-24T22:18:00,coworking,10,5,4,,7,8,6,7,9,8,3,1,6,-1,positive,13,5,少し泣いたけど言いたいことは伝えられた。
4132,6,completed,partner,お金の話,2025-02-23T17:13:00,home,7,5,4,8,,8,6,,9,5,6,5,4,-2,negative,4,6,泣かなかったが本音をあまり出せなかった。
4133,17,cancelled,client,トラブルの謝罪,2026-01-02T10:47:00,online,9,6,10,,,7,7,,,,,,,,,,,
4134,1,completed,family,進路の話,2024-06-12T10:51:00,client_site,3,3,5,,,9,,,5,0,4,9,5,0,very_positive,4,3,かなりつらかったが、終わってみると少し楽になった。
4135,12,completed,interview,キャリアの方向性,2024-08-06T10:38:00,home,7,6,4,,7,8,7,,10,5,5,4,4,-2,neutral,3,3,かなりつらかったが、終わってみると少し楽になった。
4136,18,completed,client,トラブルの謝罪,2024-01-19T17:20:00,home,7,6,10,,,,,,8,7,6,10,0,0,very_positive,5,7,かなりつらかったが、終わってみると少し楽になった。
4137,27,completed,interview,評価面談,2025-03-25T17:42:00,client_site,8,5,4,10,6,,,,9,5,3,2,8,0,positive,8,7,相手の反応が予想外で混乱した。振り返りが必要。
4138,2,completed,family,親への近況報告,2023-12-27T19:05:00,home,4,4,5,,,2,,,5,2,6,9,4,0,unknown,,,
4139,24,completed,interview,転職理由,2024-04-29T12:02:00,online,9,8,8,8,7,6,,,8,10,3,9,4,-1,very_positive,6,5,正直、今回はタイミングを間違えたかもしれない。
4140,3,cancelled,interview,過去の退職理由,2023-12-27T12:57:00,online,10,8,10,8,3,,,,,,,,,,,,,
4141,3,completed,family,介護の相談,2025-11-05T08:15:00,home,7,5,6,10,5,,,,7,8,2,7,8,1,unknown,1,8,泣かなかったが本音をあまり出せなかった。
4142,15,completed,family,家族との距離感,2024-12-26T17:45:00,park,6,3,0,5,,,,,3,4,0,0,2,-2,unknown,4,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
4143,1,completed,partner,距離を置きたい,2024-04-23T12:39:00,client_site,10,6,5,7,2,6,,,7,10,1,3,4,1,very_positive,10,7,少し泣いたけど言いたいことは伝えられた。
4144,25,completed,friend,久しぶりの再会,2024-05-23T12:07:00,office,1,7,5,,,5,,8,4,0,9,8,3,-2,very_positive,7,4,ほとんど話せずに終わってしまった。次は準備を変えたい。
4145,1,completed,friend,価値観のズレ,2025-02-15T22:09:00,office,1,0,1,3,,,6,,0,1,0,1,4,0,very_negative,11,5,かなり落ち着いて話せた。準備が効いた感じがある。
4146,24,completed,interview,キャリアの方向性,2024-04-07T09:43:00,client_site,10,4,6,,8,6,,,10,5,3,2,8,1,neutral,,,
4147,3,completed,partner,お金の話,2025-05-25T19:55:00,park,5,5,7,8,10,5,,6,3,3,3,4,5,2,very_positive,9,3,かなり落ち着いて話せた。準備が効いた感じがある。
4148,18,completed,partner,距離を置きたい,2024-08-08T10:25:00,client_site,9,6,6,,8,,,,7,8,8,3,7,-2,very_negative,,,
4149,2,cancelled,interview,評価面談,2025-11-09T12:47:00,client_site,6,4,6,7,9,,,,,,,,,,,,,
4150,11,completed,other,セラピーではない雑談,2025-07-06T21:29:00,coworking,3,5,4,,7,,7,,1,2,3,4,8,0,positive,7,4,正直、今回はタイミングを間違えたかもしれない。
4151,26,completed,other,セラピーではない雑談,2024-04-23T20:23:00,park,6,7,4,,2,9,6,,7,4,7,4,2,-1,neutral,7,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
4152,2,completed,other,自己開示の練習,2024-11-29T11:03:00,cafe,4,5,5,10,,,,1,5,3,3,10,0,-3,positive,12,8,かなり落ち着いて話せた。準備が効いた感じがある。
4153,9,completed,family,進路の話,2025-06-03T10:33:00,coworking,6,6,4,,5,,,,6,6,6,3,3,0,unknown,5,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
4154,5,completed,partner,距離を置きたい,2024-03-28T17:10:00,coworking,5,4,6,,,9,,,4,5,4,6,0,-3,neutral,,,
4155,3,completed,client,契約更新,2023-11-29T18:36:00,park,7,7,8,,7,10,,,7,10,1,7,2,-1,very_positive,13,4,少し泣いたけど言いたいことは伝えられた。
4156,17,completed,one_on_one,人間関係の摩擦,2024-12-18T14:28:00,home,9,6,4,,8,,,,10,6,8,4,4,-1,neutral,14,3,かなり落ち着いて話せた。準備が効いた感じがある。
4157,1,cancelled,other,将来への漠然とした不安,2025-04-22T10:41:00,office,5,7,4,,9,,,,,,,,,,,,,
4158,28,cancelled,partner,距離を置きたい,2024-03-05T11:17:00,cafe,6,9,7,,,5,,,,,,,,,,,,
4159,27,completed,interview,評価面談,2024-08-02T09:23:00,coworking,7,10,9,,8,7,,,5,5,7,6,5,-1,very_negative,8,8,相手の反応が予想外で混乱した。振り返りが必要。
4160,28,completed,interview,過去の退職理由,2024-02-02T12:08:00,client_site,9,9,4,,,,8,,8,6,7,4,7,-2,positive,8,4,かなり落ち着いて話せた。準備が効いた感じがある。
4161,3,cancelled,partner,お金の話,2024-05-10T14:28:00,coworking,8,9,7,,9,9,,,,,,,,,,,,
4162,24,cancelled,interview,評価面談,2025-03-15T16:21:00,online,9,4,7,10,10,6,,,,,,,,,,,,
4163,3,completed,family,家族との距離感,2024-10-02T19:24:00,client_site,4,5,6,,,8,,,5,5,0,6,0,-2,neutral,,,
4164,5,cancelled,one_on_one,業務負荷の相談,2025-11-28T22:48:00,coworking,4,2,9,9,,,,,,,,,,,,,,
4165,29,cancelled,interview,キャリアの方向性,2024-02-10T17:21:00,office,9,10,10,7,7,6,5,,,,,,,,,,,
4166,13,completed,partner,距離を置きたい,2025-06-04T08:23:00,client_site,7,10,10,4,,3,4,,7,8,10,10,6,-3,neutral,,,
4167,18,completed,one_on_one,人間関係の摩擦,2024-04-10T20:02:00,online,10,6,6,,4,10,,1,10,9,7,6,5,0,neutral,,,
4168,1,cancelled,one_on_one,人間関係の摩擦,2025-03-05T15:55:00,park,4,6,7,,9,9,,,,,,,,,,,,
4169,27,completed,client,契約更新,2024-08-17T14:13:00,park,5,10,4,5,1,,,,0,3,2,0,5,-3,negative,,,
4170,2,completed,one_on_one,評価フィードバック,2024-09-30T14:23:00,client_site,5,6,4,3,9,,,,9,2,9,6,4,-1,very_negative,10,4,少し泣いたけど言いたいことは伝えられた。
4171,22,completed,friend,疎遠になっている理由,2024-01-02T09:15:00,park,10,2,3,,,7,9,,10,10,2,4,4,-3,very_positive,,,
4172,17,cancelled,family,親への近況報告,2025-04-28T15:57:00,home,7,4,5,7,,10,,6,,,,,,,,,,
4173,12,completed,interview,転職理由,2024-02-05T20:06:00,home,9,6,8,7,6,9,,10,10,9,4,6,5,-3,unknown,,,
4174,29,completed,partner,結婚について,2024-05-11T18:45:00,coworking,6,7,8,5,,10,,,6,3,5,8,3,-3,very_negative,,,
4175,4,completed,friend,価値観のズレ,2024-12-12T19:47:00,cafe,4,3,1,,,6,,9,3,5,2,0,8,0,negative,,,
4176,9,completed,family,介護の相談,2024-01-09T08:24:00,office,4,7,5,8,,,5,,5,5,7,3,7,3,positive,6,0,正直、今回はタイミングを間違えたかもしれない。
4177,11,completed,interview,転職理由,2025-05-17T16:07:00,coworking,5,9,7,,,5,5,,7,6,9,10,4,-2,neutral,3,2,少し泣いたけど言いたいことは伝えられた。
4178,4,cancelled,one_on_one,業務負荷の相談,2026-01-31T14:38:00,park,4,7,4,,7,3,4,,,,,,,,,,,
4179,14,completed,partner,別れ話,2025-09-04T17:12:00,cafe,7,7,8,6,4,10,,,10,4,7,10,4,-2,positive,5,5,かなり落ち着いて話せた。準備が効いた感じがある。
4180,28,cancelled,friend,謝罪,2024-04-06T13:55:00,cafe,4,4,4,,6,4,,,,,,,,,,,,
4181,6,completed,partner,将来の暮らし,2024-08-03T09:46:00,cafe,10,7,9,5,,7,1,,10,9,6,10,6,-3,very_positive,,,
4182,22,completed,client,契約更新,2025-10-13T08:39:00,park,8,4,6,,,6,,,8,9,1,4,2,-1,positive,11,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
4183,28,completed,interview,評価面談,2024-04-10T17:17:00,coworking,10,5,6,10,,8,,,7,8,0,4,3,-5,very_negative,,,
4184,7,completed,partner,将来の暮らし,2024-03-28T12:00:00,cafe,4,5,3,,,10,,,6,5,6,2,2,-1,unknown,8,5,正直、今回はタイミングを間違えたかもしれない。
4185,2,completed,client,納期遅延の相談,2025-08-23T22:35:00,cafe,10,4,3,,9,,,,9,7,5,0,6,-2,very_negative,8,8,泣かなかったが本音をあまり出せなかった。
4186,24,cancelled,interview,過去の退職理由,2024-10-10T19:41:00,cafe,5,8,8,5,6,5,,,,,,,,,,,,
4187,18,completed,one_on_one,評価フィードバック,2025-08-13T18:14:00,client_site,6,4,6,9,,,,,7,3,6,4,4,0,neutral,,,
4188,4,planned,one_on_one,評価フィードバック,2026-01-17T19:15:00,park,10,5,6,1,8,9,,,,,,,,,,,,
4189,28,cancelled,family,介護の相談,2023-12-31T12:50:00,online,5,6,3,7,,6,,8,,,,,,,,,,
4190,4,completed,one_on_one,人間関係の摩擦,2024-01-18T12:15:00,client_site,3,4,8,10,,7,,,0,0,2,9,2,-2,negative,,,
4191,21,completed,other,セラピーではない雑談,2024-06-27T12:55:00,coworking,4,1,2,10,,,,,5,0,0,4,6,-3,negative,,,
4192,26,completed,friend,疎遠になっている理由,2025-10-20T17:30:00,cafe,5,5,5,9,,6,,,4,2,2,7,1,-3,negative,2,3,少し泣いたけど言いたいことは伝えられた。
4193,1,completed,one_on_one,業務負荷の相談,2024-10-09T09:49:00,park,6,3,5,6,9,,,,6,5,0,2,6,-3,neutral,,,
4194,19,completed,one_on_one,評価フィードバック,2025-03-17T10:00:00,online,5,6,2,,6,,,,6,5,7,1,3,-2,very_positive,11,7,泣かなかったが本音をあまり出せなかった。
4195,30,completed,one_on_one,人間関係の摩擦,2024-06-27T21:30:00,park,6,6,7,,10,10,6,7,5,2,4,6,4,1,negative,,,
4196,2,cancelled,one_on_one,キャリア相談,2025-05-12T22:53:00,office,7,4,4,,8,,,,,,,,,,,,,
4197,4,cancelled,interview,転職理由,2025-05-06T20:12:00,park,9,5,5,3,,5,,,,,,,,,,,,
4198,19,planned,client,トラブルの謝罪,2025-12-07T18:58:00,park,4,2,3,,,9,,7,,,,,,,,,,
4199,1,cancelled,partner,将来の暮らし,2024-04-04T14:16:00,coworking,6,5,7,5,,6,,10,,,,,,,,,,
4200,17,completed,friend,謝罪,2025-09-25T15:03:00,office,3,3,7,7,7,5,3,,5,0,0,5,3,-1,unknown,,,
4201,2,cancelled,one_on_one,業務負荷の相談,2025-08-05T08:23:00,park,4,2,5,6,,5,,,,,,,,,,,,
4202,11,completed,partner,お金の話,2025-02-07T19:46:00,cafe,6,9,2,3,8,,,8,8,4,6,3,4,-2,neutral,13,4,泣かなかったが本音をあまり出せなかった。
4203,7,completed,family,介護の相談,2025-07-28T09:43:00,home,5,4,3,,,7,2,1,6,4,2,0,4,-2,negative,1,4,少し泣いたけど言いたいことは伝えられた。
4204,24,completed,other,自己開示の練習,2025-09-26T11:09:00,cafe,2,1,7,,6,,,,3,1,0,7,5,-1,very_positive,6,8,かなりつらかったが、終わってみると少し楽になった。
4205,5,completed,one_on_one,人間関係の摩擦,2025-11-09T19:51:00,coworking,1,7,1,7,6,,,,2,0,8,0,10,-2,unknown,10,5,かなり落ち着いて話せた。準備が効いた感じがある。
4206,4,completed,partner,別れ話,2024-11-13T18:53:00,park,4,6,5,1,3,5,,8,3,2,5,5,2,-2,negative,9,7,正直、今回はタイミングを間違えたかもしれない。
4207,12,completed,family,親への近況報告,2024-10-20T08:13:00,cafe,5,3,8,7,,9,6,,7,4,2,10,3,-1,negative,9,3,少し泣いたけど言いたいことは伝えられた。
4208,9,completed,friend,価値観のズレ,2023-12-22T18:20:00,cafe,4,4,6,7,9,3,,,6,4,4,4,7,-4,neutral,,,
4209,13,completed,partner,別れ話,2025-07-14T20:21:00,online,10,7,5,1,,,,10,10,5,5,4,7,-2,negative,,,
4210,21,completed,interview,転職理由,2024-09-16T09:18:00,home,10,7,9,,7,8,,,10,9,6,6,2,-2,very_positive,9,6,相手の反応が予想外で混乱した。振り返りが必要。
4211,7,completed,other,自己開示の練習,2025-11-17T15:53:00,client_site,6,4,5,7,,4,,,3,6,3,8,1,-3,positive,,,
4212,2,completed,client,値上げ交渉,2024-04-07T15:05:00,client_site,10,6,6,6,,8,5,,10,8,4,6,5,-4,very_positive,10,9,泣かなかったが本音をあまり出せなかった。
4213,5,completed,one_on_one,評価フィードバック,2025-11-24T16:31:00,home,5,3,3,,10,,,,3,2,2,0,7,2,unknown,4,8,少し泣いたけど言いたいことは伝えられた。
4214,2,cancelled,family,介護の相談,2026-01-20T22:55:00,park,7,5,7,9,,8,5,,,,,,,,,,,
4215,23,completed,friend,価値観のズレ,2024-09-20T20:26:00,cafe,9,4,3,8,,3,8,,10,10,1,1,3,-1,neutral,4,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
4216,3,completed,client,値上げ交渉,2025-11-16T19:45:00,office,6,3,7,,,10,,,8,5,5,8,0,-3,positive,14,5,かなり落ち着いて話せた。準備が効いた感じがある。
4217,25,completed,client,納期遅延の相談,2025-04-10T22:25:00,online,8,9,6,,3,,,,10,6,9,5,2,-5,neutral,7,4,正直、今回はタイミングを間違えたかもしれない。
4218,13,completed,one_on_one,人間関係の摩擦,2024-01-08T17:55:00,online,5,2,4,8,8,7,,,6,3,3,6,6,-2,positive,8,5,かなり落ち着いて話せた。準備が効いた感じがある。
4219,27,completed,one_on_one,人間関係の摩擦,2024-10-09T14:13:00,park,8,6,5,,,,,,9,7,7,3,7,0,very_positive,,,
4220,3,completed,family,家族との距離感,2025-05-15T13:50:00,cafe,8,4,5,,,7,,5,8,6,3,6,3,-3,very_negative,,,
4221,5,completed,friend,謝罪,2023-12-30T17:01:00,office,3,4,7,7,,6,,,7,0,4,4,4,-1,unknown,,,
4222,1,completed,interview,転職理由,2025-06-23T17:57:00,client_site,8,5,5,5,5,,,,7,8,1,4,6,-2,positive,1,6,かなり落ち着いて話せた。準備が効いた感じがある。
4223,1,completed,friend,久しぶりの再会,2025-09-09T12:56:00,office,0,6,2,9,7,8,,10,2,1,4,0,3,-3,unknown,,,
4224,6,completed,other,セラピーではない雑談,2024-09-25T11:46:00,client_site,5,3,7,,,8,6,,3,3,0,6,4,-2,negative,9,3,正直、今回はタイミングを間違えたかもしれない。
4225,24,completed,client,納期遅延の相談,2024-07-28T14:56:00,client_site,6,6,4,7,7,,3,9,8,6,3,4,6,-2,neutral,4,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
4226,2,completed,friend,久しぶりの再会,2024-11-29T16:02:00,coworking,3,0,3,9,9,6,,9,4,0,0,0,5,0,negative,5,7,正直、今回はタイミングを間違えたかもしれない。
4227,5,planned,interview,キャリアの方向性,2026-02-13T21:25:00,coworking,6,9,7,7,8,10,5,,,,,,,,,,,
4228,5,cancelled,client,トラブルの謝罪,2026-01-29T20:58:00,cafe,7,4,7,,7,7,9,,,,,,,,,,,
4229,15,completed,one_on_one,業務負荷の相談,2025-01-11T09:57:00,cafe,4,2,5,5,7,,,3,4,3,7,3,7,-2,very_positive,10,5,相手の反応が予想外で混乱した。振り返りが必要。
4230,5,completed,family,家族との距離感,2024-09-23T10:09:00,home,3,5,3,5,,,7,,5,3,2,5,3,-3,unknown,5,10,ほとんど話せずに終わってしまった。次は準備を変えたい。
4231,11,cancelled,friend,謝罪,2024-06-22T21:13:00,client_site,3,6,5,4,,,5,,,,,,,,,,,
4232,21,completed,client,トラブルの謝罪,2025-02-28T20:45:00,cafe,8,6,7,,,8,,,7,4,4,6,3,0,positive,4,2,少し泣いたけど言いたいことは伝えられた。
4233,30,completed,one_on_one,評価フィードバック,2025-07-14T21:45:00,office,5,5,4,1,9,5,6,,4,3,5,3,10,0,positive,,,
4234,1,completed,interview,評価面談,2024-12-09T09:06:00,client_site,6,4,7,7,6,,,,10,6,5,10,2,-5,unknown,1,2,少し泣いたけど言いたいことは伝えられた。
4235,18,planned,interview,転職理由,2025-12-24T16:37:00,cafe,8,7,9,,,7,,9,,,,,,,,,,
4236,4,completed,friend,久しぶりの再会,2024-07-25T20:43:00,online,1,4,4,10,10,,,,1,0,3,1,4,-3,very_negative,12,6,かなり落ち着いて話せた。準備が効いた感じがある。
4237,16,completed,friend,価値観のズレ,2025-05-25T20:35:00,cafe,7,1,2,,,,,,8,7,0,7,5,3,neutral,1,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
4238,4,completed,client,契約更新,2024-03-12T17:11:00,office,4,5,3,2,4,,,,4,4,4,1,3,-1,very_negative,,,
4239,3,completed,interview,評価面談,2025-09-09T18:44:00,office,7,8,9,6,5,3,,8,10,6,10,10,5,-1,very_positive,5,8,正直、今回はタイミングを間違えたかもしれない。
4240,2,completed,friend,価値観のズレ,2025-06-22T16:01:00,coworking,5,1,5,,,5,6,10,8,1,0,2,3,0,negative,14,5,かなり落ち着いて話せた。準備が効いた感じがある。
4241,10,cancelled,partner,お金の話,2024-01-08T13:29:00,office,7,6,9,,6,7,3,,,,,,,,,,,
4242,2,planned,friend,謝罪,2026-01-10T22:55:00,coworking,6,7,1,10,,,,,,,,,,,,,,
4243,3,planned,friend,価値観のズレ,2026-02-26T22:29:00,cafe,8,3,5,,7,,9,,,,,,,,,,,
4244,22,completed,partner,距離を置きたい,2025-11-07T12:33:00,park,2,4,9,,9,9,,,3,2,3,10,4,-3,negative,,,
4245,9,cancelled,interview,キャリアの方向性,2025-03-07T20:13:00,online,6,5,5,7,,,,,,,,,,,,,,
4246,12,completed,interview,転職理由,2023-12-31T08:53:00,client_site,8,6,9,9,,6,4,,10,4,5,10,5,0,neutral,,,
4247,1,completed,friend,久しぶりの再会,2024-04-03T11:58:00,coworking,7,1,6,,,8,,8,10,4,2,10,3,-1,unknown,,,
4248,30,planned,partner,結婚について,2025-12-02T21:45:00,park,6,5,5,7,4,,,8,,,,,,,,,,
4249,12,completed,client,契約更新,2023-12-10T08:25:00,online,3,7,6,,,8,3,,3,1,5,5,0,-3,positive,13,1,正直、今回はタイミングを間違えたかもしれない。
4250,7,completed,one_on_one,キャリア相談,2024-09-27T16:53:00,coworking,5,6,3,7,5,10,5,,6,6,3,2,3,0,neutral,10,4,かなり落ち着いて話せた。準備が効いた感じがある。
4251,5,completed,friend,謝罪,2025-08-15T13:15:00,client_site,5,3,7,7,,7,,,9,2,4,8,2,-3,very_negative,10,5,正直、今回はタイミングを間違えたかもしれない。
4252,26,completed,one_on_one,キャリア相談,2025-11-09T13:29:00,park,5,3,8,7,7,1,,,7,2,0,10,10,0,positive,11,10,泣かなかったが本音をあまり出せなかった。
4253,4,planned,friend,価値観のズレ,2026-01-14T10:28:00,online,6,1,1,,,,,,,,,,,,,,,
4254,20,completed,one_on_one,業務負荷の相談,2024-07-19T09:08:00,office,6,6,0,8,7,8,,,6,0,3,2,5,-1,negative,,,
4255,1,completed,friend,謝罪,2024-05-28T16:57:00,coworking,4,2,2,,6,,9,5,2,3,0,2,6,1,very_positive,8,5,少し泣いたけど言いたいことは伝えられた。
4256,3,completed,family,家族との距離感,2024-03-01T22:36:00,coworking,4,5,2,,,4,,1,6,5,3,0,9,-1,negative,,,
4257,25,cancelled,partner,結婚について,2024-10-03T08:23:00,office,10,5,9,,,8,5,,,,,,,,,,,
4258,14,completed,one_on_one,業務負荷の相談,2024-02-02T20:04:00,office,8,8,5,,9,8,,,8,7,5,3,5,-1,positive,11,6,相手の反応が予想外で混乱した。振り返りが必要。
4259,28,cancelled,client,値上げ交渉,2026-02-14T12:48:00,park,9,7,5,,3,,7,7,,,,,,,,,,
4260,3,planned,other,将来への漠然とした不安,2026-01-13T10:40:00,online,6,6,6,8,,4,,,,,,,,,,,,
4261,21,completed,client,契約更新,2025-10-30T17:58:00,office,4,7,8,10,,,6,,4,0,5,7,7,2,positive,,,
4262,2,completed,partner,将来の暮らし,2024-05-20T18:45:00,cafe,5,7,3,8,10,5,,,7,0,5,3,6,0,negative,2,5,かなり落ち着いて話せた。準備が効いた感じがある。
4263,3,completed,partner,将来の暮らし,2025-11-10T15:44:00,home,7,5,9,,,7,,,10,7,9,10,3,-3,very_negative,1,4,正直、今回はタイミングを間違えたかもしれない。
4264,3,completed,friend,謝罪,2025-09-02T18:02:00,cafe,5,2,4,,,,,9,7,7,0,5,4,0,very_negative,9,1,かなり落ち着いて話せた。準備が効いた感じがある。
4265,10,completed,other,自己開示の練習,2024-08-31T16:16:00,online,6,1,6,,,7,5,,3,2,0,9,7,2,positive,2,10,かなり落ち着いて話せた。準備が効いた感じがある。
4266,30,planned,family,介護の相談,2025-12-30T18:18:00,client_site,8,8,5,,8,,,,,,,,,,,,,
4267,3,completed,client,納期遅延の相談,2025-09-27T11:50:00,cafe,5,4,7,,2,8,,7,5,7,7,9,2,-3,negative,,,
4268,4,completed,interview,過去の退職理由,2024-01-31T16:28:00,client_site,6,8,10,5,,9,9,,9,4,6,8,4,-4,positive,10,7,相手の反応が予想外で混乱した。振り返りが必要。
4269,6,completed,interview,過去の退職理由,2024-10-16T13:00:00,coworking,6,8,5,,,5,,,5,5,8,6,1,-5,unknown,,,
4270,2,completed,friend,久しぶりの再会,2023-12-17T13:15:00,client_site,4,6,5,,,,8,,0,4,5,7,4,2,very_positive,11,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
4271,15,completed,interview,転職理由,2025-02-21T12:03:00,park,7,8,10,,6,7,5,,7,5,6,8,7,1,neutral,,,
4272,1,completed,one_on_one,キャリア相談,2025-02-13T15:20:00,client_site,5,8,7,7,,,,,3,2,5,7,2,-1,negative,,,
